Calibration probe
Project:  Wika
Date , Time , Step no, T set , RH set, 904 Temp [°C],904 RH [%],Chan 3,Chan 4,Chan 5,Chan 6,Chan 7,Chan 8
19/07/2022,11:51:50 AM,2, 25.0, 60.0, 2024,966,0,0,0,2,0,0
19/07/2022,11:52:50 AM,2, 25.0, 60.0, 2017,974,0,0,0,2,0,0
19/07/2022,11:53:50 AM,2, 25.0, 60.0, 2024,966,0,0,0,0,0,0
19/07/2022,11:54:50 AM,2, 25.0, 60.0, 2024,964,0,0,0,2,0,0
19/07/2022,11:55:50 AM,2, 25.0, 60.0, 2019,959,0,0,0,2,0,0
19/07/2022,11:56:49 AM,2, 25.0, 60.0, 2019,969,0,0,0,2,0,0
19/07/2022,11:57:49 AM,2, 25.0, 60.0, 2024,964,0,0,0,0,0,0
19/07/2022,11:58:50 AM,2, 25.0, 60.0, 2029,969,0,0,0,2,0,0
19/07/2022,11:59:50 AM,2, 25.0, 60.0, 2027,959,0,0,0,2,0,0
19/07/2022,12:00:50 PM,2, 25.0, 60.0, 2022,961,0,0,0,2,0,0
19/07/2022,12:01:50 PM,2, 25.0, 60.0, 2029,974,0,0,0,2,0,0
19/07/2022,12:02:50 PM,2, 25.0, 60.0, 2019,969,0,0,0,2,0,0
19/07/2022,12:03:50 PM,2, 25.0, 60.0, 2022,966,0,0,0,2,0,0
19/07/2022,12:04:49 PM,2, 25.0, 60.0, 2024,966,0,0,0,2,0,0
19/07/2022,12:05:49 PM,2, 25.0, 60.0, 2027,971,0,0,0,2,0,0
19/07/2022,12:06:49 PM,2, 25.0, 60.0, 2022,964,0,0,0,2,0,0
19/07/2022,12:07:50 PM,2, 25.0, 60.0, 2024,966,0,0,0,2,0,0
19/07/2022,12:08:50 PM,2, 25.0, 60.0, 2022,971,0,0,0,2,0,0
19/07/2022,12:09:50 PM,2, 25.0, 60.0, 2024,961,0,0,0,2,0,0
19/07/2022,12:10:50 PM,2, 25.0, 60.0, 2017,966,0,0,0,2,0,0
19/07/2022,12:11:50 PM,2, 25.0, 60.0, 2017,961,0,0,0,2,0,0
19/07/2022,12:12:50 PM,2, 25.0, 60.0, 2027,959,0,0,0,2,0,0
19/07/2022,12:13:49 PM,2, 25.0, 60.0, 2024,966,0,0,0,2,0,0
19/07/2022,12:14:49 PM,2, 25.0, 60.0, 2027,969,0,0,0,2,0,0
19/07/2022,12:15:49 PM,2, 25.0, 60.0, 2024,966,0,0,0,2,0,0
19/07/2022,12:16:50 PM,2, 25.0, 60.0, 2022,956,0,0,0,2,0,0
19/07/2022,12:17:50 PM,2, 25.0, 60.0, 2019,966,0,0,0,2,0,0
19/07/2022,12:18:50 PM,2, 25.0, 60.0, 2022,954,0,0,0,2,0,0
19/07/2022,12:19:50 PM,2, 25.0, 60.0, 2024,966,0,0,0,2,0,0
19/07/2022,12:20:50 PM,2, 25.0, 60.0, 2027,954,0,0,0,2,0,0
19/07/2022,12:21:50 PM,2, 25.0, 60.0, 2024,964,0,0,0,2,0,0
19/07/2022,12:22:49 PM,2, 25.0, 60.0, 2024,961,0,0,0,2,0,0
19/07/2022,12:23:49 PM,2, 25.0, 60.0, 2019,971,0,0,0,2,0,0
19/07/2022,12:24:49 PM,2, 25.0, 60.0, 2024,956,0,0,0,2,0,0
19/07/2022,12:25:50 PM,2, 25.0, 60.0, 2024,969,0,0,0,2,0,0
19/07/2022,12:26:50 PM,2, 25.0, 60.0, 2022,971,0,0,0,2,0,0
19/07/2022,12:27:50 PM,2, 25.0, 60.0, 2024,961,0,0,0,0,0,0
19/07/2022,12:28:50 PM,2, 25.0, 60.0, 2024,959,0,0,0,0,0,0
19/07/2022,12:29:50 PM,2, 25.0, 60.0, 2024,964,0,0,0,2,0,0
19/07/2022,12:30:50 PM,2, 25.0, 60.0, 2024,961,0,0,0,2,0,0
19/07/2022,12:31:49 PM,2, 25.0, 60.0, 2024,966,0,0,0,2,0,0
19/07/2022,12:32:49 PM,2, 25.0, 60.0, 2022,964,0,0,0,0,0,0
19/07/2022,12:33:49 PM,2, 25.0, 60.0, 2022,964,0,0,0,2,0,0
19/07/2022,12:34:50 PM,2, 25.0, 60.0, 2024,971,0,0,0,2,0,0
19/07/2022,12:35:50 PM,2, 25.0, 60.0, 2024,969,0,0,0,2,0,0
19/07/2022,12:36:50 PM,2, 25.0, 60.0, 2024,959,0,0,0,2,0,0
19/07/2022,12:37:50 PM,2, 25.0, 60.0, 2019,964,0,0,0,2,0,0
19/07/2022,12:38:50 PM,2, 25.0, 60.0, 2024,959,0,0,0,2,0,0
19/07/2022,12:39:50 PM,2, 25.0, 60.0, 2027,969,0,0,0,2,0,0
19/07/2022,12:40:49 PM,2, 25.0, 60.0, 2024,971,0,0,0,2,0,0
19/07/2022,12:41:49 PM,2, 25.0, 60.0, 2019,959,0,0,0,2,0,0
19/07/2022,12:42:50 PM,2, 25.0, 60.0, 2022,964,0,0,0,2,0,0
19/07/2022,12:43:50 PM,2, 25.0, 60.0, 2022,956,0,0,0,2,0,0
19/07/2022,12:44:50 PM,2, 25.0, 60.0, 2019,956,0,0,0,2,0,0
19/07/2022,12:45:50 PM,2, 25.0, 60.0, 2022,956,0,0,0,0,0,0
19/07/2022,12:46:50 PM,2, 25.0, 60.0, 2022,964,0,0,0,2,0,0
19/07/2022,12:47:50 PM,2, 25.0, 60.0, 2019,961,0,0,0,2,0,0
19/07/2022,12:48:50 PM,2, 25.0, 60.0, 2022,954,0,0,0,2,0,0
19/07/2022,12:49:50 PM,2, 25.0, 60.0, 2024,951,0,0,0,2,0,0
19/07/2022,12:50:49 PM,2, 25.0, 60.0, 2019,961,0,0,0,2,0,0
19/07/2022,12:51:49 PM,2, 25.0, 60.0, 2024,964,0,0,0,2,0,0
19/07/2022,12:52:50 PM,2, 25.0, 60.0, 2027,959,0,0,0,2,0,0
19/07/2022,12:53:50 PM,2, 25.0, 60.0, 2022,956,0,0,0,0,0,0
19/07/2022,12:54:50 PM,2, 25.0, 60.0, 2027,964,0,0,0,0,0,0
19/07/2022,12:55:50 PM,2, 25.0, 60.0, 2017,966,0,0,0,2,0,0
19/07/2022,12:56:50 PM,2, 25.0, 60.0, 2024,954,0,0,0,2,0,0
19/07/2022,12:57:50 PM,2, 25.0, 60.0, 2019,959,0,0,0,2,0,0
19/07/2022,12:58:50 PM,2, 25.0, 60.0, 2024,954,0,0,0,2,0,0
19/07/2022,12:59:49 PM,2, 25.0, 60.0, 2027,961,0,0,0,2,0,0
19/07/2022,1:00:49 PM,2, 25.0, 60.0, 2019,951,0,0,0,2,0,0
19/07/2022,1:01:50 PM,2, 25.0, 60.0, 2024,959,0,0,0,2,0,0
19/07/2022,1:02:50 PM,2, 25.0, 60.0, 2027,961,0,0,0,2,0,0
19/07/2022,1:03:50 PM,2, 25.0, 60.0, 2019,961,0,0,0,0,0,0
19/07/2022,1:04:50 PM,2, 25.0, 60.0, 2027,961,0,0,0,2,0,0
19/07/2022,1:05:50 PM,2, 25.0, 60.0, 2024,964,0,0,0,2,0,0
19/07/2022,1:06:50 PM,2, 25.0, 60.0, 2022,954,0,0,0,2,0,0
19/07/2022,1:07:49 PM,2, 25.0, 60.0, 2022,959,0,0,0,2,0,0
19/07/2022,1:08:49 PM,2, 25.0, 60.0, 2024,959,0,0,0,0,0,0
19/07/2022,1:09:49 PM,2, 25.0, 60.0, 2022,964,0,0,0,0,0,0
19/07/2022,1:10:50 PM,2, 25.0, 60.0, 2024,959,0,0,0,2,0,0
19/07/2022,1:11:50 PM,2, 25.0, 60.0, 2024,954,0,0,0,2,0,0
19/07/2022,1:12:50 PM,2, 25.0, 60.0, 2024,959,0,0,0,2,0,0
19/07/2022,1:13:50 PM,2, 25.0, 60.0, 2017,969,0,0,0,0,0,0
19/07/2022,1:14:50 PM,2, 25.0, 60.0, 2019,961,0,0,0,2,0,0
19/07/2022,1:15:50 PM,2, 25.0, 60.0, 2022,961,0,0,0,2,0,0
19/07/2022,1:16:50 PM,2, 25.0, 60.0, 2019,966,0,0,0,2,0,0
19/07/2022,1:17:49 PM,2, 25.0, 60.0, 2019,961,0,0,0,2,0,0
19/07/2022,1:18:49 PM,2, 25.0, 60.0, 2017,959,0,0,0,2,0,0
19/07/2022,1:19:49 PM,2, 25.0, 60.0, 2019,959,0,0,0,2,0,0
19/07/2022,1:20:50 PM,2, 25.0, 60.0, 2017,964,0,0,0,2,0,0
19/07/2022,1:21:50 PM,2, 25.0, 60.0, 2022,959,0,0,0,0,0,0
19/07/2022,1:22:50 PM,2, 25.0, 60.0, 2022,956,0,0,0,2,0,0
19/07/2022,1:23:50 PM,2, 25.0, 60.0, 2019,956,0,0,0,2,0,0
19/07/2022,1:24:50 PM,2, 25.0, 60.0, 2017,959,0,0,0,2,0,0
19/07/2022,1:25:50 PM,2, 25.0, 60.0, 2019,959,0,0,0,2,0,0
19/07/2022,1:26:49 PM,2, 25.0, 60.0, 2022,954,0,0,0,2,0,0
19/07/2022,1:27:49 PM,2, 25.0, 60.0, 2019,954,0,0,0,2,0,0
19/07/2022,1:28:50 PM,2, 25.0, 60.0, 2019,966,0,0,0,2,0,0
19/07/2022,1:29:50 PM,2, 25.0, 60.0, 2019,956,0,0,0,0,0,0
19/07/2022,1:30:50 PM,2, 25.0, 60.0, 2019,959,0,0,0,2,0,0
19/07/2022,1:31:50 PM,2, 25.0, 60.0, 2019,954,0,0,0,2,0,0
19/07/2022,1:32:50 PM,2, 25.0, 60.0, 2024,956,0,0,0,0,0,0
19/07/2022,1:33:50 PM,2, 25.0, 60.0, 2019,951,0,0,0,2,0,0
19/07/2022,1:34:50 PM,2, 25.0, 60.0, 2019,956,0,0,0,2,0,0
19/07/2022,1:35:49 PM,2, 25.0, 60.0, 2017,956,0,0,0,2,0,0
19/07/2022,1:36:49 PM,2, 25.0, 60.0, 2019,964,0,0,0,0,0,0
19/07/2022,1:37:49 PM,2, 25.0, 60.0, 2024,959,0,0,0,0,0,0
19/07/2022,1:38:50 PM,2, 25.0, 60.0, 2022,961,0,0,0,2,0,0
19/07/2022,1:39:50 PM,2, 25.0, 60.0, 2024,964,0,0,0,2,0,0
19/07/2022,1:40:50 PM,2, 25.0, 60.0, 2024,951,0,0,0,0,0,0
19/07/2022,1:41:50 PM,2, 25.0, 60.0, 2022,961,0,0,0,2,0,0
19/07/2022,1:42:50 PM,2, 25.0, 60.0, 2027,964,0,0,0,0,0,0
19/07/2022,1:43:50 PM,2, 25.0, 60.0, 2019,959,0,0,0,2,0,0
19/07/2022,1:44:49 PM,2, 25.0, 60.0, 2024,961,0,0,0,0,0,0
19/07/2022,1:45:49 PM,2, 25.0, 60.0, 2022,961,0,0,0,2,0,0
19/07/2022,1:46:49 PM,2, 25.0, 60.0, 2019,966,0,0,0,2,0,0
19/07/2022,1:47:50 PM,2, 25.0, 60.0, 2022,956,0,0,0,2,0,0
19/07/2022,1:48:50 PM,2, 25.0, 60.0, 2024,961,0,0,0,0,0,0
19/07/2022,1:49:50 PM,2, 25.0, 60.0, 2024,961,0,0,0,2,0,0
19/07/2022,1:50:50 PM,2, 25.0, 60.0, 2022,954,0,0,0,2,0,0
19/07/2022,1:51:50 PM,2, 25.0, 60.0, 2022,959,0,0,0,2,0,0
19/07/2022,1:52:50 PM,2, 25.0, 60.0, 2017,959,0,0,0,2,0,0
19/07/2022,1:53:50 PM,2, 25.0, 60.0, 2022,956,0,0,0,2,0,0
19/07/2022,1:54:49 PM,2, 25.0, 60.0, 2019,959,0,0,0,2,0,0
19/07/2022,1:55:49 PM,2, 25.0, 60.0, 2017,959,0,0,0,2,0,0
19/07/2022,1:56:50 PM,2, 25.0, 60.0, 2017,951,0,0,0,2,0,0
19/07/2022,1:57:50 PM,2, 25.0, 60.0, 2022,954,0,0,0,2,0,0
19/07/2022,1:58:50 PM,2, 25.0, 60.0, 2027,959,0,0,0,2,0,0
19/07/2022,1:59:50 PM,2, 25.0, 60.0, 2027,951,0,0,0,2,0,0
19/07/2022,2:00:50 PM,2, 25.0, 60.0, 2024,959,0,0,0,2,0,0
19/07/2022,2:01:50 PM,2, 25.0, 60.0, 2029,961,0,0,0,0,0,0
19/07/2022,2:02:50 PM,2, 25.0, 60.0, 2024,956,0,0,0,0,0,0
19/07/2022,2:03:49 PM,2, 25.0, 60.0, 2024,961,0,0,0,0,0,0
19/07/2022,2:04:49 PM,2, 25.0, 60.0, 2032,959,0,0,0,2,0,0
19/07/2022,2:05:50 PM,2, 25.0, 60.0, 2027,964,0,0,0,2,0,0
19/07/2022,2:06:50 PM,2, 25.0, 60.0, 2029,961,0,0,0,2,0,0
19/07/2022,2:07:50 PM,2, 25.0, 60.0, 2024,954,0,0,0,0,0,0
19/07/2022,2:08:50 PM,2, 25.0, 60.0, 2024,956,0,0,0,2,0,0
19/07/2022,2:09:50 PM,2, 25.0, 60.0, 2027,951,0,0,0,2,0,0
19/07/2022,2:10:50 PM,2, 25.0, 60.0, 2029,966,0,0,0,2,0,0
19/07/2022,2:11:50 PM,2, 25.0, 60.0, 2027,959,0,0,0,2,0,0
19/07/2022,2:12:49 PM,2, 25.0, 60.0, 2024,956,0,0,0,2,0,0
19/07/2022,2:13:49 PM,2, 25.0, 60.0, 2019,966,0,0,0,2,0,0
19/07/2022,2:14:49 PM,2, 25.0, 60.0, 2024,959,0,0,0,2,0,0
19/07/2022,2:15:50 PM,2, 25.0, 60.0, 2027,961,0,0,0,2,0,0
19/07/2022,2:16:50 PM,2, 25.0, 60.0, 2027,959,0,0,0,2,0,0
19/07/2022,2:17:50 PM,2, 25.0, 60.0, 2027,956,0,0,0,2,0,0
19/07/2022,2:18:50 PM,2, 25.0, 60.0, 2027,951,0,0,0,0,0,0
19/07/2022,2:19:50 PM,2, 25.0, 60.0, 2027,964,0,0,0,0,0,0
19/07/2022,2:20:50 PM,2, 25.0, 60.0, 2027,964,0,0,0,2,0,0
19/07/2022,2:21:50 PM,2, 25.0, 60.0, 2027,954,0,0,0,2,0,0
19/07/2022,2:22:49 PM,2, 25.0, 60.0, 2022,954,0,0,0,2,0,0
19/07/2022,2:23:49 PM,2, 25.0, 60.0, 2027,949,0,0,0,2,0,0
19/07/2022,2:24:50 PM,2, 25.0, 60.0, 2017,964,0,0,0,0,0,0
19/07/2022,2:25:50 PM,2, 25.0, 60.0, 2024,956,0,0,0,2,0,0
19/07/2022,2:26:50 PM,2, 25.0, 60.0, 2022,959,0,0,0,2,0,0
19/07/2022,2:27:50 PM,2, 25.0, 60.0, 2022,949,0,0,0,0,0,0
19/07/2022,2:28:50 PM,2, 25.0, 60.0, 2019,951,0,0,0,2,0,0
19/07/2022,2:29:50 PM,2, 25.0, 60.0, 2022,959,0,0,0,0,0,0
19/07/2022,2:30:49 PM,2, 25.0, 60.0, 2017,1028,0,0,0,2,0,0
19/07/2022,2:31:49 PM,2, 25.0, 60.0, 2027,1512,0,0,0,0,0,0
19/07/2022,2:32:49 PM,2, 25.0, 60.0, 2022,2679,0,0,0,2,0,0
19/07/2022,2:33:50 PM,2, 25.0, 60.0, 2019,2997,0,0,0,2,0,0
19/07/2022,2:34:50 PM,2, 25.0, 60.0, 2019,3021,0,0,0,2,0,0
19/07/2022,2:35:50 PM,2, 25.0, 60.0, 2027,3024,0,0,0,2,0,0
19/07/2022,2:36:50 PM,2, 25.0, 60.0, 2024,3024,0,0,0,2,0,0
19/07/2022,2:37:50 PM,2, 25.0, 60.0, 2024,3039,0,0,0,2,0,0
19/07/2022,2:38:50 PM,2, 25.0, 60.0, 2027,3029,0,0,0,2,0,0
19/07/2022,2:39:50 PM,2, 25.0, 60.0, 2024,3036,0,0,0,2,0,0
19/07/2022,2:40:49 PM,2, 25.0, 60.0, 2024,3024,0,0,0,2,0,0
19/07/2022,2:41:49 PM,2, 25.0, 60.0, 2027,3036,0,0,0,2,0,0
19/07/2022,2:42:50 PM,2, 25.0, 60.0, 2024,3026,0,0,0,2,0,0
19/07/2022,2:43:50 PM,2, 25.0, 60.0, 2024,3036,0,0,0,2,0,0
19/07/2022,2:44:50 PM,2, 25.0, 60.0, 2022,3031,0,0,0,2,0,0
19/07/2022,2:45:50 PM,2, 25.0, 60.0, 2019,3039,0,0,0,2,0,0
19/07/2022,2:46:50 PM,2, 25.0, 60.0, 2024,3034,0,0,0,2,0,0
19/07/2022,2:47:50 PM,2, 25.0, 60.0, 2019,3039,0,0,0,2,0,0
19/07/2022,2:48:50 PM,2, 25.0, 60.0, 2022,3036,0,0,0,2,0,0
19/07/2022,2:49:49 PM,2, 25.0, 60.0, 2022,3036,0,0,0,0,0,0
19/07/2022,2:50:49 PM,2, 25.0, 60.0, 2019,3036,0,0,0,0,0,0
19/07/2022,2:51:50 PM,2, 25.0, 60.0, 2019,3041,0,0,0,0,0,0
19/07/2022,2:52:50 PM,2, 25.0, 60.0, 2019,3029,0,0,0,2,0,0
19/07/2022,2:53:50 PM,2, 25.0, 60.0, 2024,3046,0,0,0,2,0,0
19/07/2022,2:54:50 PM,2, 25.0, 60.0, 2027,3046,0,0,0,0,0,0
19/07/2022,2:55:50 PM,2, 25.0, 60.0, 2019,3036,0,0,0,2,0,0
19/07/2022,2:56:50 PM,2, 25.0, 60.0, 2017,3039,0,0,0,2,0,0
19/07/2022,2:57:50 PM,2, 25.0, 60.0, 2017,3031,0,0,0,2,0,0
19/07/2022,2:58:49 PM,2, 25.0, 60.0, 2017,3034,0,0,0,2,0,0
19/07/2022,2:59:49 PM,2, 25.0, 60.0, 2019,3034,0,0,0,2,0,0
19/07/2022,3:00:49 PM,2, 25.0, 60.0, 2019,3041,0,0,0,2,0,0
19/07/2022,3:01:50 PM,2, 25.0, 60.0, 2022,3036,0,0,0,2,0,0
19/07/2022,3:02:50 PM,2, 25.0, 60.0, 2019,3034,0,0,0,0,0,0
19/07/2022,3:03:50 PM,2, 25.0, 60.0, 2017,3044,0,0,0,2,0,0
19/07/2022,3:04:50 PM,2, 25.0, 60.0, 2019,3036,0,0,0,2,0,0
19/07/2022,3:05:50 PM,2, 25.0, 60.0, 2022,3041,0,0,0,2,0,0
19/07/2022,3:06:50 PM,2, 25.0, 60.0, 2022,3051,0,0,0,2,0,0
19/07/2022,3:07:49 PM,2, 25.0, 60.0, 2024,3034,0,0,0,2,0,0
19/07/2022,3:08:49 PM,2, 25.0, 60.0, 2019,3039,0,0,0,2,0,0
19/07/2022,3:09:49 PM,2, 25.0, 60.0, 2017,3031,0,0,0,2,0,0
19/07/2022,3:10:50 PM,2, 25.0, 60.0, 2027,3041,0,0,0,2,0,0
19/07/2022,3:11:50 PM,2, 25.0, 60.0, 2022,3044,0,0,0,2,0,0
19/07/2022,3:12:50 PM,2, 25.0, 60.0, 2027,3039,0,0,0,2,0,0
19/07/2022,3:13:50 PM,2, 25.0, 60.0, 2022,3039,0,0,0,2,0,0
19/07/2022,3:14:50 PM,2, 25.0, 60.0, 2017,3044,0,0,0,2,0,0
19/07/2022,3:15:50 PM,2, 25.0, 60.0, 2019,3034,0,0,0,2,0,0
19/07/2022,3:16:49 PM,2, 25.0, 60.0, 2019,3039,0,0,0,2,0,0
19/07/2022,3:17:49 PM,2, 25.0, 60.0, 2024,3036,0,0,0,2,0,0
19/07/2022,3:18:49 PM,2, 25.0, 60.0, 2022,3051,0,0,0,2,0,0
19/07/2022,3:19:50 PM,2, 25.0, 60.0, 2019,3041,0,0,0,2,0,0
19/07/2022,3:20:50 PM,2, 25.0, 60.0, 2019,3041,0,0,0,2,0,0
19/07/2022,3:21:50 PM,2, 25.0, 60.0, 2024,3044,0,0,0,0,0,0
19/07/2022,3:22:50 PM,2, 25.0, 60.0, 2024,3049,0,0,0,2,0,0
19/07/2022,3:23:50 PM,2, 25.0, 60.0, 2019,3051,0,0,0,2,0,0
19/07/2022,3:24:50 PM,2, 25.0, 60.0, 2019,3041,0,0,0,0,0,0
19/07/2022,3:25:50 PM,2, 25.0, 60.0, 2022,3039,0,0,0,2,0,0
19/07/2022,3:26:49 PM,2, 25.0, 60.0, 2019,3046,0,0,0,2,0,0
19/07/2022,3:27:49 PM,2, 25.0, 60.0, 2024,3046,0,0,0,2,0,0
19/07/2022,3:28:50 PM,2, 25.0, 60.0, 2027,3044,0,0,0,0,0,0
19/07/2022,3:29:50 PM,2, 25.0, 60.0, 2024,3041,0,0,0,2,0,0
19/07/2022,3:30:50 PM,2, 25.0, 60.0, 2024,3046,0,0,0,0,0,0
19/07/2022,3:31:50 PM,2, 25.0, 60.0, 2027,3889,0,0,0,2,0,0
19/07/2022,3:32:50 PM,2, 25.0, 60.0, 2027,4747,0,0,0,2,0,0
19/07/2022,3:33:50 PM,2, 25.0, 60.0, 2019,4888,0,0,0,2,0,0
19/07/2022,3:34:50 PM,2, 25.0, 60.0, 2019,4908,0,0,0,0,0,0
19/07/2022,3:35:49 PM,2, 25.0, 60.0, 2027,4920,0,0,0,2,0,0
19/07/2022,3:36:49 PM,2, 25.0, 60.0, 2022,4920,0,0,0,2,0,0
19/07/2022,3:37:50 PM,2, 25.0, 60.0, 2024,4918,0,0,0,2,0,0
19/07/2022,3:38:50 PM,2, 25.0, 60.0, 2019,4925,0,0,0,2,0,0
19/07/2022,3:39:50 PM,2, 25.0, 60.0, 2024,4918,0,0,0,2,0,0
19/07/2022,3:40:50 PM,2, 25.0, 60.0, 2024,4918,0,0,0,2,0,0
19/07/2022,3:41:50 PM,2, 25.0, 60.0, 2024,4928,0,0,0,0,0,0
19/07/2022,3:42:50 PM,2, 25.0, 60.0, 2027,4923,0,0,0,2,0,0
19/07/2022,3:43:50 PM,2, 25.0, 60.0, 2022,4923,0,0,0,2,0,0
19/07/2022,3:44:49 PM,2, 25.0, 60.0, 2022,4923,0,0,0,2,0,0
19/07/2022,3:45:49 PM,2, 25.0, 60.0, 2024,4933,0,0,0,0,0,0
19/07/2022,3:46:49 PM,2, 25.0, 60.0, 2022,4925,0,0,0,0,0,0
19/07/2022,3:47:50 PM,2, 25.0, 60.0, 2027,4935,0,0,0,2,0,0
19/07/2022,3:48:50 PM,2, 25.0, 60.0, 2029,4930,0,0,0,2,0,0
19/07/2022,3:49:50 PM,2, 25.0, 60.0, 2027,4923,0,0,0,2,0,0
19/07/2022,3:50:50 PM,2, 25.0, 60.0, 2022,4935,0,0,0,2,0,0
19/07/2022,3:51:50 PM,2, 25.0, 60.0, 2024,4935,0,0,0,2,0,0
19/07/2022,3:52:50 PM,2, 25.0, 60.0, 2027,4940,0,0,0,2,0,0
19/07/2022,3:53:49 PM,2, 25.0, 60.0, 2024,4942,0,0,0,0,0,0
19/07/2022,3:54:49 PM,2, 25.0, 60.0, 2022,4940,0,0,0,0,0,0
19/07/2022,3:55:50 PM,2, 25.0, 60.0, 2024,4933,0,0,0,2,0,0
19/07/2022,3:56:50 PM,2, 25.0, 60.0, 2022,4938,0,0,0,2,0,0
19/07/2022,3:57:50 PM,2, 25.0, 60.0, 2019,4928,0,0,0,2,0,0
19/07/2022,3:58:50 PM,2, 25.0, 60.0, 2019,4942,0,0,0,2,0,0
19/07/2022,3:59:50 PM,2, 25.0, 60.0, 2012,4935,0,0,0,2,0,0
19/07/2022,4:00:50 PM,2, 25.0, 60.0, 2019,4930,0,0,0,2,0,0
19/07/2022,4:01:50 PM,2, 25.0, 60.0, 2022,4925,0,0,0,2,0,0
19/07/2022,4:02:49 PM,2, 25.0, 60.0, 2024,4940,0,0,0,2,0,0
19/07/2022,4:03:49 PM,2, 25.0, 60.0, 2027,4938,0,0,0,2,0,0
19/07/2022,4:04:49 PM,2, 25.0, 60.0, 2019,4933,0,0,0,2,0,0
19/07/2022,4:05:50 PM,2, 25.0, 60.0, 2027,4935,0,0,0,2,0,0
19/07/2022,4:06:50 PM,2, 25.0, 60.0, 2017,4938,0,0,0,2,0,0
19/07/2022,4:07:50 PM,2, 25.0, 60.0, 2017,4942,0,0,0,0,0,0
19/07/2022,4:08:50 PM,2, 25.0, 60.0, 2017,4942,0,0,0,2,0,0
19/07/2022,4:09:50 PM,2, 25.0, 60.0, 2019,4935,0,0,0,2,0,0
19/07/2022,4:10:50 PM,2, 25.0, 60.0, 2017,4940,0,0,0,2,0,0
19/07/2022,4:11:49 PM,2, 25.0, 60.0, 2022,4938,0,0,0,2,0,0
19/07/2022,4:12:49 PM,2, 25.0, 60.0, 2017,4938,0,0,0,2,0,0
19/07/2022,4:13:49 PM,2, 25.0, 60.0, 2019,4940,0,0,0,2,0,0
19/07/2022,4:14:50 PM,2, 25.0, 60.0, 2024,4938,0,0,0,0,0,0
19/07/2022,4:15:50 PM,2, 25.0, 60.0, 2017,4930,0,0,0,2,0,0
